sample_collection_dt,Latitude,Longitude,Elevation,species,if_other,cnty_name,sbcnty_name,sbcnty_name1,ward_sample,ward_sample1,sample_source,clinical_signs,if_known,other,animal_species,animal_id,village,location,sub_counties,contact_details,bar_code,rapid_diagnostic_test,lab_diagnostics_pcr,test_location,sequence_status
2021-12-27,-0.1224183,34.2525717,1207.09,Dog,---,Siaya,---,Bondo,---,Central Sakwa,toll_free_line,1,aggressive running_aimlessly hydrophobia excessive_salivation biting_objects paralysis,---,,,,,,,,,,,
2022-01-14,-0.0640961,34.0814785,1116.0,Dog,---,Siaya,---,Bondo,---,Yimbo East,community,1,running_aimlessly biting_objects,---,Canine,"","",Nyangera,Bondo,716281650,Z00861838,Positive,Positive,Nairobi,Sequenced
2022-01-18,-0.0333599,34.1584061,1155.0,Dog,---,Siaya,---,Bondo,---,Yimbo East,health_worker,1,aggressive running_aimlessly biting_objects,---,Canine,"",Lela,Yimbo East,Bondo,725895479,Z00861837,Positive,Positive,Nairobi,Sequenced
2022-01-27,-1.3950553815811872,37.688366789370775,1213.0,Dog,---,Makueni,Mbooni,---,Kalawa,---,community,1,aggressive running_aimlessly excessive_salivation biting_objects,---,Canine,DM 031/ 2022,Katangi Township,Katangi,Yatta - Machakos,722921839,Z0083251,Positive,"","",""
2022-01-31,-1.8152316,37.6304977,1114.0,Dog,---,Makueni,Makueni,---,Wote,---,health_worker,1,aggressive running_aimlessly biting_objects ,Biting_animals_and_dogs,Canine,DM 032/ 2022,Unoa,Wote,Makueni,712701648,Z0083250,Positive,"","",""
2022-01-31,-0.0511755,34.1472944,1140.09,Dog,---,Siaya,---,Bondo,---,Yimbo East,toll_free_line,1,aggressive running_aimlessly hydrophobia excessive_salivation biting_objects high_libido,---,Canine,"",Nyamonye,Yimbo East,Bondo,,Z00861836,Positive,Positive,Nairobi,Sequenced
2022-02-05,-0.0597567,34.1457683,1124.9,Dog,---,Siaya,---,Bondo,---,Yimbo East,toll_free_line,1,aggressive running_aimlessly excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Pala,Yimbo East,Bondo,,Z00861835,Positive,Negative,Nairobi,Sequenced
2022-02-10,0.0987504,34.2226898,1213.0,Cattle,---,Siaya,---,Alego_Usonga,---,Central Alego,health_worker,1,aggressive running_aimlessly hydrophobia excessive_salivation,---,Bovine,"",Kochieng A,Central Alego,Alego usonga,,Z00861833,Positive,"","",""
2022-02-10,0.0987504,34.2226898,1213.0,Cattle,---,Siaya,---,Alego_Usonga,---,Central Alego,health_worker,1,aggressive running_aimlessly hydrophobia excessive_salivation,---,Canine,"",Apate,West Alego,Alego usonga,,Z00861834,Positive,Positive,Nairobi,Sequenced
2022-02-10,0.0864564,34.1967015,1238.8,Dog,---,Siaya,---,Alego_Usonga,---,West Alego,health_worker,1,aggressive running_aimlessly hydrophobia excessive_salivation biting_objects high_libido,---,Bovine,"",Kochieng A,Central Alego,Alego usonga,,Z00861833,Positive,"","",""
2022-02-10,0.0864564,34.1967015,1238.8,Dog,---,Siaya,---,Alego_Usonga,---,West Alego,health_worker,1,aggressive running_aimlessly hydrophobia excessive_salivation biting_objects high_libido,---,Canine,"",Apate,West Alego,Alego usonga,,Z00861834,Positive,Positive,Nairobi,Sequenced
2022-02-11,-1.7516776,37.6623483,1071.0,Dog,---,Makueni,Mbooni,---,Waia / Kako,---,health_worker,1,running_aimlessly excessive_salivation ,Anorexia,Canine,DM 033/ 2022,Uviluni,Kako,Mbooni,703109069,Z0083256,Positive,"","",""
2022-02-13,0.0555358,34.3062222,0.0,Dog,---,Siaya,---,Alego_Usonga,---,Siaya Township,health_worker,1,aggressive excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Karapul,Siaya Township,Alego usonga,,Z00861832,Positive,Positive,Nairobi,Sequenced
2022-02-14,-1.9981000805273652,37.8240817040205,967.0,Dog,---,Makueni,Makueni,---,Kitise / Kithuki,---,health_worker,1,aggressive excessive_salivation biting_objects,---,Caprine,GM 02/ 2022,Nzouni,Kanthuni,Makueni,769472925,Z0083247,Negative,"","",""
2022-02-14,-1.9981000805273652,37.8240817040205,967.0,Dog,---,Makueni,Makueni,---,Kitise / Kithuki,---,health_worker,1,aggressive excessive_salivation biting_objects,---,Caprine,GM 01/ 2022,Nzouni,Kanthuni,Makueni,769472926,Z0083249,Positive,Positive,Nairobi,Sequenced
2022-02-14,-1.9981000805273652,37.8240817040205,967.0,Dog,---,Makueni,Makueni,---,Kitise / Kithuki,---,health_worker,1,aggressive excessive_salivation biting_objects,---,Canine,DM 034/ 2022,Kyuasini,Kithuki,Makueni,710432221,Z0083248,Positive,"","",""
2022-02-14,-1.851837756112218,37.880335338413715,807.0,Goat,---,Makueni,Makueni,---,Mavindini,---,health_worker,1,aggressive hydrophobia biting_objects,---,Caprine,GM 02/ 2022,Nzouni,Kanthuni,Makueni,769472925,Z0083247,Negative,"","",""
2022-02-14,-1.851837756112218,37.880335338413715,807.0,Goat,---,Makueni,Makueni,---,Mavindini,---,health_worker,1,aggressive hydrophobia biting_objects,---,Caprine,GM 01/ 2022,Nzouni,Kanthuni,Makueni,769472926,Z0083249,Positive,Positive,Nairobi,Sequenced
2022-02-14,-1.851837756112218,37.880335338413715,807.0,Goat,---,Makueni,Makueni,---,Mavindini,---,health_worker,1,aggressive hydrophobia biting_objects,---,Canine,DM 034/ 2022,Kyuasini,Kithuki,Makueni,710432221,Z0083248,Positive,"","",""
2022-02-14,-1.8519054,37.8803763,830.0,Goat,---,Makueni,Makueni,---,Mavindini,---,health_worker,1,---,Was_bitten_by_her_rabid_mother,Caprine,GM 02/ 2022,Nzouni,Kanthuni,Makueni,769472925,Z0083247,Negative,"","",""
2022-02-14,-1.8519054,37.8803763,830.0,Goat,---,Makueni,Makueni,---,Mavindini,---,health_worker,1,---,Was_bitten_by_her_rabid_mother,Caprine,GM 01/ 2022,Nzouni,Kanthuni,Makueni,769472926,Z0083249,Positive,Positive,Nairobi,Sequenced
2022-02-14,-1.8519054,37.8803763,830.0,Goat,---,Makueni,Makueni,---,Mavindini,---,health_worker,1,---,Was_bitten_by_her_rabid_mother,Canine,DM 034/ 2022,Kyuasini,Kithuki,Makueni,710432221,Z0083248,Positive,"","",""
2022-02-17,0.0935377,34.2324974,1228.0,Cattle,---,Siaya,---,Alego_Usonga,---,Central Alego,health_worker,1,hydrophobia excessive_salivation paralysis,---,Bovine,"",Kogelo,Central Alego,Alego usonga,,Z00861831,Positive,Positive,Nairobi,Sequenced
2022-02-20,-0.0321981,34.1592096,1170.59,Cattle,---,Siaya,---,Bondo,---,Yimbo East,toll_free_line,1,aggressive running_aimlessly hydrophobia excessive_salivation high_libido,---,Bovine,"",Lela,Yimbo East,Bondo,,Z00861830,Positive,"","",""
2022-02-25,-1.900881570763886,37.73942682892084,1042.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,0,---,---,Canine,DM 035/ 2022,Kiumoni,Kathonzweni,Makueni,"",Z0083262,Positive,Positive, Nairobi,Sequenced
2022-02-25,-1.900881570763886,37.73942682892084,1042.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,0,---,---,Canine,DM 036/ 2022,Senda,Muvau,Makueni,700798135,Z0083263,Positive,Positive, Nairobi,Sequenced
2022-02-25,-1.9044190272688866,37.64380590990186,1083.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive running_aimlessly excessive_salivation biting_objects,---,Canine,DM 035/ 2022,Kiumoni,Kathonzweni,Makueni,"",Z0083262,Positive,Positive, Nairobi,Sequenced
2022-02-25,-1.9044190272688866,37.64380590990186,1083.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive running_aimlessly excessive_salivation biting_objects,---,Canine,DM 036/ 2022,Senda,Muvau,Makueni,700798135,Z0083263,Positive,Positive, Nairobi,Sequenced
2022-02-23,-2.062434,37.748352,883.0,Goat,---,Makueni,Makueni,---,Kitise / Kithuki,---,health_worker,1,aggressive running_aimlessly biting_objects high_libido,Anorexia Abnormal_vocalization,Caprine,GM 03/ 2022,Kikuu,Mbuvo,Makueni,717866742,Z0083257,Positive,"","",""
2022-03-01,-1.8516625,37.6547936,0.0,Goat,---,Makueni,Makueni,---,Muvau / Kikumini,---,health_worker,1,aggressive biting_objects high_libido ,Abnormal_vocalization,Caprine,"",Kwa Kathoka,Muvau,Makueni,720142105,Z0083261,Positive,Positive, Nairobi,Sequenced
2022-03-03,-0.081198,34.3879835,1354.7,Dog,---,Siaya,---,Rarieda,---,East Asembo,community,1,aggressive hydrophobia excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Ramba,East Asembo,Rarieda,,Z00861827,Positive,Positive,Nairobi,Sequenced
2022-03-06,-0.0935193,34.2223259,1247.5,Dog,---,Siaya,---,Bondo,---,West Sakwa,community,1,aggressive running_aimlessly excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Maranda,West Sakwa,Bondo,,Z00861826,Positive,Positive,Nairobi,Sequenced
2022-03-08,-1.7767430702224374,37.651226157322526,1061.0,Dog,---,Makueni,Makueni,---,Wote,---,health_worker,1,excessive_salivation paralysis,---,Canine,DM 038/ 2022,Mwaani,Wote,Makueni,"",Z0083259,Negative,"","",""
2022-03-08,-1.7767430702224374,37.651226157322526,1061.0,Dog,---,Makueni,Makueni,---,Wote,---,health_worker,1,excessive_salivation paralysis,---,Canine,DM 037/ 2022,Shimo,Wote,Makueni,Stray,Z0083260,Negative,"","",""
2022-03-08,-1.7862470587715507,37.627882305532694,1109.0,Dog,---,Makueni,Makueni,---,Wote,---,health_worker,1,excessive_salivation paralysis,---,Canine,DM 038/ 2022,Mwaani,Wote,Makueni,"",Z0083259,Negative,"","",""
2022-03-08,-1.7862470587715507,37.627882305532694,1109.0,Dog,---,Makueni,Makueni,---,Wote,---,health_worker,1,excessive_salivation paralysis,---,Canine,DM 037/ 2022,Shimo,Wote,Makueni,Stray,Z0083260,Negative,"","",""
2022-03-10,-1.7636173451319337,37.63430275954306,1100.0,Dog,---,Makueni,Makueni,---,Wote,---,health_worker,1,aggressive running_aimlessly biting_objects,---,Canine,DM 039/ 2022,Kamunyolo,Wote,Makueni,Stray,Z0083258,Positive,"","",""
2022-03-12,-1.8359362,37.8649977,905.0,Dog,---,Makueni,Makueni,---,Mavindini,---,community,1,aggressive running_aimlessly ,Biting_animals,,,,,,,,,,,
2022-02-26,-0.1389228,34.1935759,1167.0,Dog,---,Siaya,---,Bondo,---,Central Sakwa,community,1,running_aimlessly hydrophobia excessive_salivation biting_objects,---,Canine,"",Sianga,Central Sakwa,Bondo,,Z00861829,Positive,Positive,Nairobi,Sequenced
2022-03-13,0.1063233,34.5162148,1447.0,Dog,---,Siaya,---,Gem,---,Yala,toll_free_line,0,---,---,Canine,"",Nyamninia,Yala,Gem,,Z00861826,Positive,Positive,Nairobi,Sequenced
2022-03-16,-0.0321072,34.1565658,1159.2,Dog,---,Siaya,---,Bondo,---,Yimbo East,toll_free_line,1,aggressive running_aimlessly hydrophobia biting_objects high_libido paralysis,---,,,,,,,,,,,
2022-03-18,0.0876167,34.1993533,1208.7,Dog,---,Siaya,---,Alego_Usonga,---,West Alego,toll_free_line,1,aggressive running_aimlessly excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Lela,Yimbo East,Bondo,,Z00861824,Positive,Positive,Nairobi,Sequenced
2022-03-18,0.0876167,34.1993533,1208.7,Dog,---,Siaya,---,Alego_Usonga,---,West Alego,toll_free_line,1,aggressive running_aimlessly excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Apate,West Alego,Alego usonga,,Z00861825,Positive,"","",""
2022-03-20,-0.2885262,34.305724,1177.0,Dog,---,Siaya,---,Rarieda,---,West Uyoma,health_worker,1,aggressive hydrophobia excessive_salivation biting_objects,---,Canine,"",Kokwiri,West Uyoma,Rarieda,,Z00861823,Positive,Positive,Nairobi,Sequenced
2022-03-14,-1.9683431508019567,37.881371174007654,855.0,Cat,---,Makueni,Makueni,---,Kitise / Kithuki,---,health_worker,1,aggressive running_aimlessly biting_objects,---,,,,,,,,,,,
2022-03-18,-1.8933850061148405,37.65541492961347,1080.0,Goat,---,Makueni,Makueni,---,Muvau / Kikumini,---,health_worker,1,aggressive biting_objects high_libido,Anorexia,,,,,,,,,,,
2022-03-22,-1.876678909175098,37.88673710078001,852.0,Dog,---,Makueni,Makueni,---,Mavindini,---,health_worker,1,aggressive running_aimlessly excessive_salivation biting_objects,---,Canine,DM 041/ 2022,Iiani,Kanthuni,Makueni,742686878,Z0829345,Positive,"","",""
2022-03-19,-2.0784649,37.7718247,856.0,Goat,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive running_aimlessly biting_objects high_libido ,Anorexia,,,,,,,,,,,
2022-03-23,0.1120457,34.2412478,1241.0,Cattle,---,Siaya,---,Alego_Usonga,---,Central Alego,health_worker,1,aggressive running_aimlessly hydrophobia excessive_salivation high_libido,---,Canine,"",Pap Okoyo,Central Alego,Alego usonga,,Z00861822,Positive,"","",""
2022-03-29,0.0388734,34.2169225,1192.5,Dog,---,Siaya,---,Alego_Usonga,---,Central Alego,health_worker,1,aggressive running_aimlessly excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Obambo,Central Alego,Alego usonga,,Z00861821,Negative,"","",""
2022-03-30,-1.9667191,37.7664408,1009.0,Goat,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive hydrophobia biting_objects high_libido paralysis,---,Caprine,GM 06/ 2022,Kavumbu ,Mbuvo,Makueni,729531286,Z0829344,Positive,Positive,Nairobi,Sequenced
2022-04-01,-0.2553002,34.3097779,1208.9,Dog,---,Siaya,---,Rarieda,---,West Uyoma,health_worker,1,aggressive running_aimlessly hydrophobia biting_objects high_libido paralysis,---,Canine,"",Nyawara,West Uyoma,Rarieda,,Z00861820,Positive,Positive,Nairobi,Sequenced
2022-04-02,0.0536117,34.2107733,1231.59,Dog,---,Siaya,---,Alego_Usonga,---,Central Alego,toll_free_line,1,aggressive running_aimlessly hydrophobia excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Kadhai,Central Alego,Alego usonga,,Z00861819,Positive,"","",""
2022-04-12,-2.5938617,38.0650083,362.0,Goat,---,Makueni,Kibwezi_East,---,Ivingoni / Nzambani,---,health_worker,1,aggressive running_aimlessly biting_objects ,Anorexia,Caprine,GM 07/ 2022,Changamwe,Nzalubani,Kibwezi East,721948553,Z0829343,Positive,Positive,Nairobi,Sequenced
2022-04-13,-0.2621147,34.337932,1184.0,Dog,---,Siaya,---,Rarieda,---,North Uyoma,health_worker,1,aggressive running_aimlessly excessive_salivation high_libido,---,Canine,"",Okela,East Uyoma,Rarieda,,Z00861818,Positive,"","",""
2022-04-13,-2.0162536,37.7479335,973.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive running_aimlessly biting_objects,---,Canine,DM 042/ 2022,Ikaasu,Mbuvo,Makueni,717080580,Z0829342,Positive,"","",""
2022-04-20,-2.0574213,37.5267921,1080.0,Dog,---,Makueni,Kibwezi_West,---,Emali / Mulala,---,toll_free_line,1,aggressive biting_objects,---,Canine,DM 043/ 2022,Kabete,Emali,Kibwezi West,704642921,Z0829340,Positive,Positive,Nairobi,Sequenced
2022-04-20,0.1325182,34.4244418,1315.0,Cattle,---,Siaya,---,Gem,---,North Gem,health_worker,1,aggressive excessive_salivation high_libido,---,Bovine,"",Soweto,North Gem,Gem,,Z00861817,Positive,"","",""
2022-04-23,-1.8823492,37.6005636,0.0,Dog,---,Makueni,Makueni,---,Muvau / Kikumini,---,health_worker,1,aggressive running_aimlessly excessive_salivation paralysis,---,Canine,DM 044/ 2022,Munyuni,Muvau,Makueni,725635051,Z0829341,Positive,Positive,Nairobi,Sequenced
2022-04-27,0.0887153,34.1981338,1229.0,Dog,---,Siaya,---,Alego_Usonga,---,Central Alego,toll_free_line,1,aggressive running_aimlessly hydrophobia excessive_salivation biting_objects high_libido paralysis,---,Canine,"",Apate,Central Alego,Alego usonga,,Z00861816,Positive,Positive,Nairobi,Sequenced
2022-04-28,-0.1912971,34.3248673,1156.0,Dog,---,Siaya,---,Rarieda,---,West Asembo,health_worker,0,---,---,Canine,"","","","",,"",Negative,"","",""
2022-05-01,0.07509,34.1514466,1160.0,Dog,---,Siaya,---,Alego_Usonga,---,West Alego,health_worker,0,---,---,Canine,"",Hawinga,West Alego,Alego usonga,,Z00861815,Positive,Positive,Nairobi,Sequenced
2022-05-03,-2.6185173,38.1177536,792.0,Goat,---,Makueni,Kibwezi_East,---,Mtito Andei,---,health_worker,1,aggressive running_aimlessly excessive_salivation biting_objects,Abnormal_vocalization,Caprine,GM 08/ 2022,Miamba,Kathekani,Kibwezi East,786296265,Z0829339,Positive,"","",""
2022-05-09,-1.9565235,37.89699,847.0,Cat,---,Makueni,Makueni,---,Kitise / Kithuki,---,toll_free_line,1,aggressive running_aimlessly biting_objects,---,Feline,FEL / MKN/ 002/ 2022,Winzeni,Kithuki,Makueni,714973784,Z0829338,Positive,"","",""
2022-05-09,-0.1511209,34.3726216,1179.0,Dog,---,Siaya,---,Rarieda,---,East Asembo,health_worker,1,aggressive hydrophobia excessive_salivation paralysis,---,Canine,"",Okenye,East Asembo,Rarieda,,Z00861814,Positive,Positive,Nairobi,Sequenced
2022-05-10,-0.0089388,34.1194591,1177.0,Cattle,---,Siaya,---,Bondo,---,Yimbo East,health_worker,1,aggressive hydrophobia excessive_salivation high_libido,---,Bovine,"",Bar Kayango,Yimbo East,Bondo,,Z00861813,Positive,"","",""
2022-05-10,-2.0353289,37.769492,1144.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive running_aimlessly excessive_salivation biting_objects ,Biting_other_dogs,Canine,DM 045/ 2022,Mbusyani,Mbuvo,Makueni,708026563,Z0829337,Positive,Positive,Nairobi,Sequenced
2022-05-13,-1.8188301,37.3372644,1712.0,Wild_animal,wild animal,Makueni,Kilome,---,Mukaa,---,health_worker,1,aggressive running_aimlessly ,Biting_Animals,Wild  Animal (Honey Badger),MAK / WA / 001,Kavila,Mukaa,Kilome ,720069640,Z0829336,Positive,"","",""
2022-05-16,-2.0027478,37.4159767,1202.0,Dog,---,Makueni,Makueni,---,Mbitini,---,health_worker,1,aggressive running_aimlessly excessive_salivation biting_objects paralysis,---,,,,,,,,,,,
2022-05-18,0.0088372,34.0988396,1131.0,Cattle,---,Siaya,---,Bondo,---,Yimbo East,health_worker,1,aggressive running_aimlessly excessive_salivation high_libido,---,Bovine,"",Ndiwa,Yimbo East,Bondo,,Z00861812,Positive,"","",""
2022-05-19,-1.7760287,37.632733,1137.0,Dog,---,Makueni,Mbooni,---,Tulimani,---,health_worker,1,paralysis ,Anorexia,,,,,,,,,,,
2022-05-23,0.0514289,34.2779851,1278.0,Dog,---,Siaya,---,Alego_Usonga,---,Siaya Township,health_worker,1,hydrophobia excessive_salivation paralysis,---,Canine,"",Mahinga,Siaya Township,Alego usonga,,Z00861811,Positive,Positive,Nairobi,Sequenced
2022-05-25,0.0555359,34.2825282,1298.0,Dog,---,Siaya,---,Alego_Usonga,---,Siaya Township,toll_free_line,1,aggressive hydrophobia excessive_salivation paralysis,---,Canine,"",Mainga,Siaya Township,Alego usonga,,Z00861810,Positive,Positive,Nairobi,Sequenced
2022-05-28,0.2023327,34.3630015,1294.0,Cattle,---,Siaya,---,Ugunja,---,Sigomere,health_worker,1,aggressive running_aimlessly high_libido paralysis,Abnormal_vocalization,Bovine,"",Sigomre,Sigomre,Ugunja,,Z00861809,Positive,Positive,Nairobi,Sequenced
2022-06-03,0.1992256,34.3392067,1267.0,Dog,---,Siaya,---,Ugunja,---,Ugunja,health_worker,1,excessive_salivation biting_objects paralysis,---,Canine,"",Hawuoto,Ugunja,Ugunja,,Z00861808,Positive,Positive,Nairobi,Sequenced
2022-06-03,-1.8189811,37.3369929,1703.0,Cattle,---,Makueni,Kilome,---,Mukaa,---,health_worker,1,hydrophobia excessive_salivation paralysis ,Anorexia,Bovine,BOV / MKN/ 01/ 2022,Kavila,Mukaa,Kilome ,  ,Z0829333,Positive,Positive,Nairobi,Sequenced
2022-06-04,-1.9998655,37.7064121,1003.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive biting_objects paralysis,---,Canine,DM 048/ 2022,Kindua,Kwa Kavisi,Makueni,729019567,Z0829334,Positive,Positive,Nairobi,Sequenced
2022-06-09,-0.2436026,34.3405267,1179.0,Dog,---,Siaya,---,Rarieda,---,North Uyoma,health_worker,1,aggressive hydrophobia biting_objects high_libido paralysis,---,Canine,"",Chianda,North Uyoma,Rarieda,,Z00861807,Positive,Positive,Nairobi,Sequenced
2022-06-13,-1.940887,37.7142607,1075.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive running_aimlessly excessive_salivation,---,Canine,DM 049/ 2022,Mwisa,Kwa Kavisi,Makueni,768582131,Z0829331,Positive,"","",""
2022-06-15,-2.0733317,37.667126,1016.0,Dog,---,Makueni,Kibwezi_West,---,Nguu/Masumba,---,health_worker,0,---,---,Canine,DM 050/ 2022,Katangini,Mweini,Makueni,724121991,Z0829328,Positive,"","",""
2022-06-15,-2.0733317,37.667126,1016.0,Dog,---,Makueni,Kibwezi_West,---,Nguu/Masumba,---,health_worker,0,---,---,Bovine,BOV / MKN/ 02/ 2022,Kaiani,Kathonzweni,Makueni,720387539,Z0829329,Positive,"","",""
2022-06-15,-2.0733317,37.667126,1016.0,Dog,---,Makueni,Kibwezi_West,---,Nguu/Masumba,---,health_worker,0,---,---,Canine,DM 051/ 2022,Kaiani,Kathonzweni,Makueni,720387539,Z0829325,Positive,Positive,Nairobi,Sequenced
2022-06-15,-1.8841657,37.7251635,1065.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive excessive_salivation paralysis,---,Canine,DM 050/ 2022,Katangini,Mweini,Makueni,724121991,Z0829328,Positive,"","",""
2022-06-15,-1.8841657,37.7251635,1065.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive excessive_salivation paralysis,---,Bovine,BOV / MKN/ 02/ 2022,Kaiani,Kathonzweni,Makueni,720387539,Z0829329,Positive,"","",""
2022-06-15,-1.8841657,37.7251635,1065.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive excessive_salivation paralysis,---,Canine,DM 051/ 2022,Kaiani,Kathonzweni,Makueni,720387539,Z0829325,Positive,Positive,Nairobi,Sequenced
2022-06-15,-1.884068,37.7252467,1072.0,Cattle,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,excessive_salivation paralysis ,Anorexia,Canine,DM 050/ 2022,Katangini,Mweini,Makueni,724121991,Z0829328,Positive,"","",""
2022-06-15,-1.884068,37.7252467,1072.0,Cattle,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,excessive_salivation paralysis ,Anorexia,Bovine,BOV / MKN/ 02/ 2022,Kaiani,Kathonzweni,Makueni,720387539,Z0829329,Positive,"","",""
2022-06-15,-1.884068,37.7252467,1072.0,Cattle,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,excessive_salivation paralysis ,Anorexia,Canine,DM 051/ 2022,Kaiani,Kathonzweni,Makueni,720387539,Z0829325,Positive,Positive,Nairobi,Sequenced
2022-06-16,-0.0475245,34.4200927,1285.0,Dog,---,Siaya,---,Gem,---,South Gem,toll_free_line,1,aggressive running_aimlessly excessive_salivation,---,Canine,"",Wambosa,South Gem,Gem,,Z00861806,Positive,Positive,Nairobi,Sequenced
2022-06-17,-1.7750566,37.6357727,1105.0,Goat,---,Makueni,Makueni,---,Wote,---,health_worker,1,aggressive excessive_salivation paralysis,Anorexia,Caprine,GM 09/ 2022,Kavaki,Wote,Makueni,724699888,Z0829330,Positive,"","",""
2022-06-17,-1.7750566,37.6357727,1105.0,Goat,---,Makueni,Makueni,---,Wote,---,health_worker,1,aggressive excessive_salivation paralysis,Anorexia,Canine,DM 052/ 2022,Kyunyu,Kathonzweni,Makueni,721717823,Z0829326,Positive,"","",""
2022-06-17,-2.0374283,37.7641233,0.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,hydrophobia paralysis,Anorexia,Caprine,GM 09/ 2022,Kavaki,Wote,Makueni,724699888,Z0829330,Positive,"","",""
2022-06-17,-2.0374283,37.7641233,0.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,hydrophobia paralysis,Anorexia,Canine,DM 052/ 2022,Kyunyu,Kathonzweni,Makueni,721717823,Z0829326,Positive,"","",""
2022-06-21,-1.9036766,37.7194788,1088.0,Dog,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,0,---,---,Canine,DM 053/ 2022,Ikoosya,Kathonzweni,Makueni,721874471,Z0829327,Positive,"","",""
2022-06-21,-0.0535205,34.1570374,1156.0,Cattle,---,Siaya,---,Bondo,---,Yimbo East,health_worker,1,aggressive running_aimlessly hydrophobia excessive_salivation high_libido paralysis,---,Bovine,"",Nyamonye,Yimbo East,Bondo,,Z00861801,Positive,"","",""
2022-06-22,-0.2353645,34.2617011,1130.0,Dog,---,Siaya,---,Rarieda,---,West Uyoma,toll_free_line,1,aggressive running_aimlessly hydrophobia biting_objects,---,Canine,"",Tuju,West Uyoma,Rarieda,,Z00861802,Positive,"","",""
2022-06-22,-0.2353645,34.2617011,1130.0,Dog,---,Siaya,---,Rarieda,---,West Uyoma,toll_free_line,1,aggressive running_aimlessly hydrophobia biting_objects,---,Bovine,"",Boro,Central Alego,Alego usonga,,Z00861803,Positive,"","",""
2022-06-22,0.0809929,34.2420502,1220.0,Cattle,---,Siaya,---,Alego_Usonga,---,Central Alego,health_worker,1,aggressive hydrophobia excessive_salivation high_libido paralysis,---,Canine,"",Tuju,West Uyoma,Rarieda,,Z00861802,Positive,"","",""
2022-06-22,0.0809929,34.2420502,1220.0,Cattle,---,Siaya,---,Alego_Usonga,---,Central Alego,health_worker,1,aggressive hydrophobia excessive_salivation high_libido paralysis,---,Bovine,"",Boro,Central Alego,Alego usonga,,Z00861803,Positive,"","",""
2022-06-25,0.1134189,34.451805,1394.0,Dog,---,Siaya,---,Gem,---,North Gem,toll_free_line,1,aggressive running_aimlessly excessive_salivation biting_objects high_libido paralysis,---,,,,,,,,,,,
2022-06-25,-1.9170113,37.638041,1071.0,Dog,---,Makueni,Makueni,---,Muvau / Kikumini,---,health_worker,1,aggressive running_aimlessly excessive_salivation,---,,,,,,,,,,,
2022-06-28,-0.1394914,34.355399,1216.0,Dog,---,Siaya,---,Rarieda,---,West Asembo,health_worker,1,aggressive biting_objects,---,,,,,,,,,,,
2022-06-29,-0.0656039,34.405968,1328.0,Dog,---,Siaya,---,Gem,---,South Gem,toll_free_line,1,aggressive running_aimlessly high_libido,---,Canine,"",Miseru,South Gem,Gem,,Z00865562,Positive,Positive,Nairobi,Sequenced
2022-07-05,-1.9545825,37.477391,1515.0,Goat,---,Makueni,Makueni,---,Mbitini,---,health_worker,1,aggressive biting_objects,Anorexia abnormal_vocalization,Caprine,GM 010/ 2022,Kwanzoli,Kyeemundu,Makueni,793634514,Z0829323,Positive,Positive,Nairobi,Sequenced
2022-07-08,-1.9768624,37.7129425,1005.0,Goat,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive excessive_salivation,Anorexis,Caprine,GM 011/ 2022,Kwa Syonzalu,Kwa Kavisi,Makueni,710540098,Z0829322,Positive,"","",""
2022-07-08,-1.9768624,37.7129425,1005.0,Goat,---,Makueni,Makueni,---,Kathonzweni,---,health_worker,1,aggressive excessive_salivation,Anorexis,Canine,DM 055/ 2022,Mwisa,Kwa Kavisi,Makueni,743214005,Z0829321,Negative,"","",""
